Date,Open,High,Low,Close,Adj Close,Volume
2023-06-26,24.930000,26.870001,24.670000,26.570000,26.570000,39729800
2023-07-03,26.500000,26.959999,24.969999,26.650000,26.650000,31323700
2023-07-10,26.870001,31.705000,26.740000,30.549999,30.549999,70913200
2023-07-17,30.549999,31.610001,30.334999,31.080000,31.080000,37258700
2023-07-24,31.129999,32.450001,30.415001,32.380001,32.380001,41854400
2023-07-31,32.060001,34.490002,29.639999,31.740000,31.740000,88859100
2023-08-07,32.509998,33.230000,27.430000,29.389999,29.389999,120153600
2023-08-14,29.110001,29.379999,25.410000,26.570000,26.570000,55130900
2023-08-21,26.870001,28.520000,26.600000,28.150000,28.150000,38491400
2023-08-28,28.270000,30.500000,27.889999,29.639999,29.639999,60827800
2023-09-04,29.379999,32.080002,29.080000,31.850000,31.850000,39981600
2023-09-11,32.119999,32.650002,30.280001,31.040001,31.040001,44684400
2023-09-18,30.690001,31.459999,27.680000,27.760000,27.760000,47097300
2023-09-25,27.469999,29.950001,27.200001,29.440001,29.440001,60047300
2023-10-02,29.330000,29.879999,27.510000,29.639999,29.639999,45421000
2023-10-09,29.150000,31.100000,28.320000,28.549999,28.549999,40127900
2023-10-16,28.950001,30.499001,26.455000,27.070000,27.070000,51048400
2023-10-23,26.865000,29.889999,25.730000,26.639999,26.639999,64782300
2023-10-30,26.900000,34.209999,26.353001,33.750000,33.750000,115494800
2023-11-06,34.110001,36.369999,33.360001,35.029999,35.029999,91541000
2023-11-13,34.689999,38.715000,34.340000,38.369999,38.369999,83665100
2023-11-20,38.459999,39.130001,37.900002,38.700001,38.700001,32830200
2023-11-27,38.560001,39.349998,37.139999,39.000000,39.000000,49347800
2023-12-04,38.450001,38.779999,34.849998,35.900002,35.900002,68872400
2023-12-11,35.770000,38.970001,35.009998,35.349998,35.349998,66729200
2023-12-18,35.299999,36.255001,34.145000,35.720001,35.720001,52574800
2023-12-25,35.820000,36.320000,35.174999,35.250000,35.250000,27092100
2024-01-01,34.619999,34.750000,31.980000,33.180000,33.180000,43857200
2024-01-08,33.494999,34.830002,32.395000,32.950001,32.950001,47115300
2024-01-15,32.580002,38.150002,32.560001,37.619999,37.619999,69748200
2024-01-22,38.055000,40.000000,37.419998,38.480000,38.480000,59098500
2024-01-29,38.700001,42.020000,37.730000,41.590000,41.590000,65971800
2024-02-05,41.549999,44.040001,41.020000,43.380001,43.380001,57237600
2024-02-12,42.139999,45.619999,41.250000,44.570000,44.570000,96707000
2024-02-19,43.950001,44.119999,40.070000,41.279999,41.279999,59517600
2024-02-26,41.139999,43.650002,40.290001,43.529999,43.529999,44263300
2024-03-04,43.500000,45.244999,41.520000,41.740002,41.740002,48924800
2024-03-11,41.410000,43.680000,40.560001,41.779999,41.779999,39195700
2024-03-18,42.139999,48.900002,41.860001,47.200001,47.200001,62091700
2024-03-25,46.959999,49.570000,44.410000,45.410000,45.410000,59718500
2024-04-01,45.380001,47.740002,43.560001,47.200001,47.200001,57175600
2024-04-08,47.200001,47.439999,44.070000,44.220001,44.220001,36778400
2024-04-15,44.759998,45.689999,40.224998,40.680000,40.680000,53929900
2024-04-22,40.939999,43.189999,39.040001,43.130001,43.130001,38756700
2024-04-29,43.709999,44.310001,41.009998,43.029999,43.029999,41224000
2024-05-03,45.376999,45.750000,41.480099,41.820000,41.820000,27034195
